IDTransacao,Data,IDCliente,Genero,Idade,CategoriaProduto,Quantidade,PrecoPorUnidade,ValorTotal,Mes,EhFimDeSemana,FaixaEtaria
4186,2023-02-24,CLIENTE1410,Masculino,64,Beleza,2,35.15,64.14,2,0,Senior
4187,2023-01-29,CLIENTE1250,Masculino,58,Vestuário,5,538.19,2684.18,1,1,MeiaIdade
4188,2023-12-19,CLIENTE1098,Masculino,34,Beleza,1,101.22,98.91,12,0,Adulto
4189,2023-07-04,CLIENTE1291,Masculino,66,Vestuário,2,188.3,382.03,7,0,Senior
4190,2023-11-10,CLIENTE1232,Masculino,62,Vestuário,2,420.33,836.01,11,0,Senior
4191,2023-10-06,CLIENTE1907,Feminino,60,Beleza,1,125.1,116.39,10,0,MeiaIdade
4192,2023-05-17,CLIENTE0673,Masculino,19,Beleza,1,27.6,26.72,5,0,Jovem
4193,2023-02-24,CLIENTE1806,Feminino,22,Beleza,1,75.75,75.01,2,0,Jovem
4194,2023-10-28,CLIENTE2000,Masculino,30,Eletrônicos,4,237.65,948.16,10,1,Adulto
4195,2023-12-01,CLIENTE1924,Feminino,44,Beleza,4,141.07,555.83,12,0,Adulto
4196,2023-05-16,CLIENTE1192,Masculino,47,Beleza,4,72.02,292.98,5,0,MeiaIdade
4197,2023-07-23,CLIENTE0259,Feminino,40,Beleza,3,119.73,368.49,7,1,Adulto
4198,2023-08-18,CLIENTE0428,Feminino,70,Eletrônicos,4,195.33,777.49,8,0,Senior
4199,2023-11-20,CLIENTE1440,Feminino,62,Beleza,3,44.46,142.55,11,0,Senior
4200,2023-05-27,CLIENTE1838,Masculino,61,Vestuário,5,194.42,971.51,5,1,Senior
4201,2023-03-06,CLIENTE0012,Feminino,40,Beleza,1,48.07,56.02,3,0,Adulto
4202,2023-08-01,CLIENTE0610,Feminino,49,Vestuário,2,125.18,249.93,8,0,MeiaIdade
4203,2023-06-24,CLIENTE1009,Masculino,26,Vestuário,1,90.31,87.42,6,1,Adulto
4204,2023-02-08,CLIENTE0808,Masculino,50,Vestuário,3,393.86,1178.23,2,0,MeiaIdade
4205,2023-09-02,CLIENTE0150,Feminino,27,Beleza,3,41.48,130.54,9,1,Adulto
4206,2023-04-07,CLIENTE0287,Feminino,56,Beleza,4,45.26,188.79,4,0,MeiaIdade
4207,2023-03-23,CLIENTE0509,Feminino,34,Beleza,1,72.58,62.75,3,0,Adulto
4208,2023-11-30,CLIENTE1749,Masculino,53,Beleza,2,68.54,138.01,11,0,MeiaIdade
4209,2023-01-30,CLIENTE1983,Feminino,25,Eletrônicos,5,301.37,1506.25,1,0,Jovem
4210,2023-06-26,CLIENTE0763,Masculino,39,Vestuário,1,210.34,204.54,6,0,Adulto
4211,2023-11-25,CLIENTE1632,Feminino,61,Vestuário,1,449.67,443.46,11,1,Senior
4212,2023-12-18,CLIENTE1728,Masculino,48,Beleza,2,129.99,267.59,12,0,MeiaIdade
4213,2023-06-21,CLIENTE0487,Masculino,45,Vestuário,3,568.1,1699.34,6,0,Adulto
4214,2023-06-06,CLIENTE0340,Masculino,62,Vestuário,1,314.54,312.63,6,0,Senior
4215,2023-09-23,CLIENTE0928,Masculino,30,Vestuário,1,568.89,578.23,9,1,Adulto
4216,2023-01-03,CLIENTE1780,Feminino,28,Eletrônicos,2,81.3,155.79,1,0,Adulto
4217,2023-10-11,CLIENTE1478,Feminino,70,Beleza,3,75.9,220.73,10,0,Senior
4218,2023-01-10,CLIENTE0881,Feminino,44,Beleza,1,64.96,74.17,1,0,Adulto
4219,2023-06-08,CLIENTE0987,Feminino,62,Beleza,2,78.72,147.57,6,0,Senior
4220,2023-12-08,CLIENTE1108,Feminino,20,Vestuário,3,139.54,418.77,12,0,Jovem
4221,2023-12-26,CLIENTE1826,Masculino,21,Beleza,3,58.54,183.37,12,0,Jovem
4222,2023-03-27,CLIENTE1396,Feminino,20,Eletrônicos,2,343.51,678.8,3,0,Jovem
4223,2023-03-30,CLIENTE1807,Feminino,65,Beleza,1,90.41,82.99,3,0,Senior
4224,2023-03-01,CLIENTE1993,Feminino,50,Eletrônicos,3,183.71,559.83,3,0,MeiaIdade
4225,2023-09-08,CLIENTE1024,Feminino,46,Beleza,4,55.84,223.24,9,0,MeiaIdade
4226,2023-10-30,CLIENTE0426,Masculino,67,Eletrônicos,1,97.26,100.09,10,0,Senior
4227,2023-03-12,CLIENTE1146,Feminino,44,Eletrônicos,1,341.89,348.5,3,1,Adulto
4228,2023-12-21,CLIENTE0519,Feminino,22,Beleza,3,111.59,334.66,12,0,Jovem
4229,2023-08-05,CLIENTE1299,Feminino,44,Eletrônicos,1,61.46,61.16,8,1,Adulto
4230,2023-08-25,CLIENTE0291,Masculino,53,Beleza,4,104.41,424.5,8,0,MeiaIdade
4231,2023-04-18,CLIENTE0842,Feminino,52,Eletrônicos,1,120.45,117.53,4,0,MeiaIdade
4232,2023-12-29,CLIENTE1339,Feminino,47,Beleza,2,65.35,140.35,12,0,MeiaIdade
4233,2023-07-10,CLIENTE0011,Feminino,61,Beleza,2,46.68,87.08,7,0,Senior
4234,2023-09-26,CLIENTE0950,Masculino,43,Beleza,3,110.74,337.63,9,0,Adulto
4235,2023-05-15,CLIENTE1461,Feminino,51,Beleza,1,148.15,140.24,5,0,MeiaIdade
4236,2023-04-13,CLIENTE0116,Feminino,32,Eletrônicos,3,185.73,561.66,4,0,Adulto
4237,2023-02-06,CLIENTE0485,Feminino,20,Vestuário,2,543.55,1092.44,2,0,Jovem
4238,2023-04-29,CLIENTE1738,Masculino,38,Vestuário,2,310.23,615.71,4,1,Adulto
4239,2023-07-08,CLIENTE1341,Feminino,51,Beleza,3,35.35,103.97,7,1,MeiaIdade
4240,2023-04-24,CLIENTE1732,Feminino,55,Beleza,3,51.99,164.35,4,0,MeiaIdade
4241,2023-12-25,CLIENTE0872,Masculino,18,Vestuário,1,290.63,281.17,12,0,Jovem
4242,2023-02-28,CLIENTE1446,Feminino,48,Vestuário,2,313.72,635.96,2,0,MeiaIdade
4243,2023-10-02,CLIENTE0831,Feminino,32,Vestuário,2,491.43,989.8,10,0,Adulto
4244,2023-12-19,CLIENTE1635,Feminino,57,Vestuário,2,588.22,1175.89,12,0,MeiaIdade
4245,2023-12-09,CLIENTE0688,Masculino,29,Eletrônicos,2,43.08,82.7,12,1,Adulto
4246,2023-11-03,CLIENTE0386,Feminino,60,Beleza,1,84.66,87.09,11,0,MeiaIdade
4247,2023-07-13,CLIENTE1028,Masculino,34,Vestuário,2,551.48,1103.95,7,0,Adulto
4248,2023-06-18,CLIENTE1943,Masculino,50,Eletrônicos,5,84.97,421.27,6,1,MeiaIdade
4249,2023-10-20,CLIENTE1721,Feminino,24,Beleza,2,38.52,69.03,10,0,Jovem
4250,2023-01-16,CLIENTE1186,Masculino,49,Beleza,3,89.68,266.88,1,0,MeiaIdade
4251,2023-11-04,CLIENTE1380,Feminino,19,Beleza,4,127.78,516.72,11,1,Jovem
4252,2023-09-02,CLIENTE0657,Feminino,49,Eletrônicos,1,26.37,30.53,9,1,MeiaIdade
4253,2023-01-05,CLIENTE0819,Masculino,62,Vestuário,1,320.47,310.7,1,0,Senior
4254,2023-01-14,CLIENTE0539,Feminino,42,Vestuário,2,542.56,1077.06,1,1,Adulto
4255,2023-04-05,CLIENTE1366,Masculino,66,Vestuário,1,316.32,324.61,4,0,Senior
4256,2023-07-26,CLIENTE0212,Feminino,20,Vestuário,4,201.42,805.12,7,0,Jovem
4257,2023-04-10,CLIENTE0149,Masculino,49,Eletrônicos,1,196.75,205.03,4,0,MeiaIdade
4258,2023-07-23,CLIENTE1372,Feminino,46,Beleza,1,141.84,143.5,7,1,MeiaIdade
4259,2023-08-17,CLIENTE0163,Masculino,28,Eletrônicos,1,218.21,221.58,8,0,Adulto
4260,2023-10-28,CLIENTE1595,Masculino,26,Beleza,2,42.78,86.22,10,1,Adulto
4261,2023-05-21,CLIENTE0792,Feminino,49,Beleza,4,112.46,459.31,5,1,MeiaIdade
4262,2023-08-22,CLIENTE0728,Masculino,43,Vestuário,1,333.13,342.47,8,0,Adulto
4263,2023-04-13,CLIENTE0685,Masculino,36,Vestuário,1,510.69,517.78,4,0,Adulto
4264,2023-12-02,CLIENTE1526,Feminino,34,Eletrônicos,5,161.7,800.91,12,1,Adulto
4265,2023-03-14,CLIENTE1936,Feminino,53,Beleza,1,32.37,27.43,3,0,MeiaIdade
4266,2023-05-12,CLIENTE0953,Masculino,31,Vestuário,2,587.4,1171.39,5,0,Adulto
4267,2023-08-19,CLIENTE0787,Masculino,68,Vestuário,2,75.86,156.43,8,1,Senior
4268,2023-08-27,CLIENTE0155,Masculino,54,Beleza,1,26.12,29.23,8,1,MeiaIdade
4269,2023-12-18,CLIENTE0133,Feminino,45,Vestuário,3,137.97,412.7,12,0,Adulto
4270,2023-08-26,CLIENTE1244,Masculino,27,Vestuário,3,158.9,470.87,8,1,Adulto
4271,2023-05-05,CLIENTE0090,Feminino,29,Eletrônicos,3,188.13,560.42,5,0,Adulto
4272,2023-10-07,CLIENTE0029,Masculino,50,Eletrônicos,4,50.97,202.95,10,1,MeiaIdade
4273,2023-12-02,CLIENTE1292,Feminino,47,Vestuário,1,414.16,405.77,12,1,MeiaIdade
4274,2023-06-09,CLIENTE0050,Masculino,24,Beleza,1,135.55,140.57,6,0,Jovem
4275,2023-02-28,CLIENTE0983,Feminino,62,Beleza,3,95.8,281.31,2,0,Senior
4276,2023-06-19,CLIENTE0503,Masculino,69,Vestuário,4,394.53,1580.36,6,0,Senior
4277,2023-03-19,CLIENTE1122,Masculino,36,Eletrônicos,1,204.93,214.2,3,1,Adulto
4278,2023-05-21,CLIENTE0554,Feminino,58,Vestuário,1,577.84,580.16,5,1,MeiaIdade
4279,2023-12-08,CLIENTE0762,Masculino,21,Vestuário,3,433.33,1291.39,12,0,Jovem
4280,2023-10-09,CLIENTE1520,Masculino,50,Beleza,2,82.05,172.14,10,0,MeiaIdade
4281,2023-07-14,CLIENTE1019,Feminino,33,Vestuário,1,247.02,240.43,7,0,Adulto
4282,2023-06-23,CLIENTE1348,Masculino,38,Beleza,2,123.41,245.22,6,0,Adulto
4283,2023-05-02,CLIENTE0611,Feminino,67,Vestuário,1,311.9,317.79,5,0,Senior
4284,2023-05-31,CLIENTE1891,Feminino,55,Beleza,1,140.84,137.13,5,0,MeiaIdade
4285,2023-05-30,CLIENTE1802,Feminino,55,Eletrônicos,2,229.19,460.35,5,0,MeiaIdade
4286,2023-04-06,CLIENTE1676,Masculino,29,Beleza,1,90.39,93.58,4,0,Adulto
4287,2023-01-22,CLIENTE1666,Feminino,33,Vestuário,1,147.59,154.96,1,1,Adulto
4288,2023-12-31,CLIENTE0393,Feminino,26,Beleza,5,69.92,359.25,12,1,Adulto
4289,2023-07-03,CLIENTE0104,Masculino,21,Vestuário,2,127.82,262.84,7,0,Jovem
4290,2023-10-29,CLIENTE1117,Feminino,18,Eletrônicos,1,236.99,240.29,10,1,Jovem
4291,2023-09-16,CLIENTE1716,Masculino,64,Vestuário,4,314.52,1248.1,9,1,Senior
4292,2023-09-29,CLIENTE0476,Masculino,31,Eletrônicos,2,188.51,380.71,9,0,Adulto
4293,2023-10-03,CLIENTE0305,Feminino,25,Vestuário,1,560.1,562.76,10,0,Jovem
4294,2023-09-08,CLIENTE1616,Masculino,44,Vestuário,1,227.78,229.11,9,0,Adulto
4295,2023-07-30,CLIENTE0591,Masculino,52,Beleza,1,79.39,76.53,7,1,MeiaIdade
4296,2023-09-29,CLIENTE1179,Feminino,63,Beleza,2,104.1,205.62,9,0,Senior
4297,2023-02-05,CLIENTE0693,Masculino,30,Vestuário,3,465.14,1385.84,2,1,Adulto
4298,2023-03-05,CLIENTE0635,Masculino,37,Beleza,1,37.11,45.89,3,1,Adulto
4299,2023-01-08,CLIENTE0464,Masculino,44,Vestuário,3,83.37,249,1,1,Adulto
4300,2023-03-02,CLIENTE0144,Masculino,26,Vestuário,1,120.36,113.67,3,0,Adulto
4301,2023-07-01,CLIENTE1897,Masculino,26,Vestuário,5,89.93,456.58,7,1,Adulto
4302,2023-10-17,CLIENTE1384,Feminino,32,Vestuário,2,227.94,454.59,10,0,Adulto
4303,2023-12-12,CLIENTE1635,Feminino,54,Eletrônicos,1,42.97,34.89,12,0,MeiaIdade
4304,2023-04-05,CLIENTE1510,Feminino,63,Beleza,1,32,31.35,4,0,Senior
4305,2023-09-16,CLIENTE1833,Feminino,38,Vestuário,1,472.87,463.44,9,1,Adulto
4306,2023-04-26,CLIENTE1272,Feminino,68,Beleza,3,103.76,318.21,4,0,Senior
4307,2023-09-04,CLIENTE1200,Masculino,41,Vestuário,3,190.02,572.12,9,0,Adulto
4308,2023-01-18,CLIENTE1192,Masculino,38,Vestuário,3,289.21,873.94,1,0,Adulto
4309,2023-04-03,CLIENTE0144,Masculino,37,Vestuário,1,162.24,163.76,4,0,Adulto
4310,2023-05-16,CLIENTE1262,Masculino,39,Beleza,1,63.53,72.8,5,0,Adulto
4311,2023-09-24,CLIENTE0014,Masculino,52,Vestuário,2,539.55,1074.66,9,1,MeiaIdade
4312,2023-07-25,CLIENTE1023,Masculino,32,Vestuário,1,393.3,392.72,7,0,Adulto
4313,2023-01-18,CLIENTE0747,Masculino,40,Eletrônicos,1,177.37,167.51,1,0,Adulto
4314,2023-09-24,CLIENTE1834,Masculino,20,Vestuário,1,575.23,568.45,9,1,Jovem
4315,2023-05-09,CLIENTE1990,Feminino,52,Beleza,1,88.74,96.57,5,0,MeiaIdade
4316,2023-01-09,CLIENTE1750,Feminino,42,Vestuário,1,292.8,285.14,1,0,Adulto
4317,2023-11-30,CLIENTE0839,Masculino,68,Vestuário,2,344.54,682.03,11,0,Senior
4318,2023-06-20,CLIENTE1376,Feminino,40,Vestuário,5,249.01,1235.21,6,0,Adulto
4319,2023-02-02,CLIENTE1855,Masculino,27,Beleza,2,132.58,257.76,2,0,Adulto
4320,2023-10-14,CLIENTE0292,Masculino,30,Vestuário,5,220.73,1111.78,10,1,Adulto
4321,2023-05-12,CLIENTE0637,Masculino,40,Beleza,2,149.2,289.61,5,0,Adulto
4322,2023-01-14,CLIENTE1760,Feminino,59,Vestuário,5,477.09,2387.08,1,1,MeiaIdade
4323,2023-01-14,CLIENTE0626,Feminino,35,Eletrônicos,4,82.28,321.89,1,1,Adulto
4324,2023-03-23,CLIENTE0433,Masculino,53,Beleza,2,146.37,283.7,3,0,MeiaIdade
4325,2023-11-24,CLIENTE1030,Masculino,49,Vestuário,4,543.77,2176.57,11,0,MeiaIdade
4326,2023-04-28,CLIENTE1343,Feminino,25,Vestuário,4,274.36,1099.04,4,0,Jovem
4327,2023-11-19,CLIENTE1381,Feminino,32,Vestuário,1,161.79,166.62,11,1,Adulto
4328,2023-04-08,CLIENTE0162,Feminino,21,Eletrônicos,2,249.75,494.38,4,1,Jovem
4329,2023-03-07,CLIENTE1152,Masculino,46,Eletrônicos,5,204.64,1026.14,3,0,MeiaIdade
4330,2023-06-23,CLIENTE1742,Masculino,18,Beleza,2,106.73,211.39,6,0,Jovem
4331,2023-09-01,CLIENTE0767,Feminino,55,Beleza,3,60.05,176.94,9,0,MeiaIdade
4332,2023-01-20,CLIENTE1089,Feminino,47,Beleza,2,75.93,151.68,1,0,MeiaIdade
4333,2023-04-20,CLIENTE1216,Feminino,49,Vestuário,4,487.14,1954.79,4,0,MeiaIdade
4334,2023-05-05,CLIENTE0489,Feminino,70,Beleza,3,105.09,319.98,5,0,Senior
4335,2023-08-28,CLIENTE0836,Masculino,40,Beleza,1,142.96,142.05,8,0,Adulto
4336,2023-09-28,CLIENTE0176,Feminino,53,Vestuário,3,513.92,1545.21,9,0,MeiaIdade
4337,2023-05-08,CLIENTE1343,Masculino,58,Beleza,1,54.43,47.2,5,0,MeiaIdade
4338,2023-02-09,CLIENTE1603,Feminino,19,Vestuário,1,418.81,424.96,2,0,Jovem
4339,2023-01-02,CLIENTE0440,Masculino,57,Vestuário,5,408.8,2051.67,1,0,MeiaIdade
4340,2023-02-28,CLIENTE1402,Feminino,33,Vestuário,3,320.89,958.71,2,0,Adulto
4341,2023-01-17,CLIENTE1843,Masculino,68,Vestuário,2,288.7,570.79,1,0,Senior
4342,2023-05-24,CLIENTE0796,Masculino,28,Beleza,5,58.41,285.41,5,0,Adulto
4343,2023-06-26,CLIENTE0513,Feminino,66,Vestuário,4,285.95,1149.23,6,0,Senior
4344,2023-11-10,CLIENTE1652,Feminino,18,Beleza,4,135.49,546.66,11,0,Jovem
4345,2023-06-03,CLIENTE0954,Feminino,67,Vestuário,4,69.63,285.81,6,1,Senior
4346,2023-02-09,CLIENTE1340,Masculino,59,Vestuário,2,322.23,636.59,2,0,MeiaIdade
4347,2023-05-28,CLIENTE0239,Feminino,38,Beleza,1,42.3,38.43,5,1,Adulto
4348,2023-05-01,CLIENTE1390,Masculino,60,Vestuário,2,146.32,298.55,5,0,MeiaIdade
4349,2023-03-04,CLIENTE1529,Masculino,46,Eletrônicos,1,327.37,332.85,3,1,MeiaIdade
4350,2023-01-16,CLIENTE1650,Feminino,18,Eletrônicos,2,230.94,468.99,1,0,Jovem
4351,2023-02-16,CLIENTE0904,Feminino,66,Vestuário,1,43.6,36.29,2,0,Senior
4352,2023-05-13,CLIENTE1778,Masculino,29,Beleza,1,114.37,115.26,5,1,Adulto
4353,2023-06-01,CLIENTE1118,Masculino,56,Eletrônicos,2,193.1,381.51,6,0,MeiaIdade
4354,2023-09-26,CLIENTE0103,Masculino,54,Eletrônicos,1,210.43,210.25,9,0,MeiaIdade
4355,2023-02-16,CLIENTE1409,Feminino,49,Beleza,2,117.3,240.28,2,0,MeiaIdade
4356,2023-04-03,CLIENTE1855,Feminino,60,Beleza,4,73.39,291.74,4,0,MeiaIdade
4357,2023-07-28,CLIENTE1161,Masculino,34,Vestuário,4,145.25,572.08,7,0,Adulto
4358,2023-07-09,CLIENTE0649,Masculino,50,Beleza,1,65.08,66.91,7,1,MeiaIdade
4359,2023-06-01,CLIENTE0437,Feminino,33,Vestuário,2,476.55,945.92,6,0,Adulto
4360,2023-06-17,CLIENTE1852,Feminino,34,Eletrônicos,2,276.47,558.26,6,1,Adulto
4361,2023-02-07,CLIENTE0310,Feminino,36,Eletrônicos,5,121.28,614.2,2,0,Adulto
4362,2023-03-31,CLIENTE0439,Masculino,57,Beleza,5,67.07,330.05,3,0,MeiaIdade
4363,2023-03-11,CLIENTE0427,Masculino,21,Eletrônicos,2,280.15,556.75,3,1,Jovem
4364,2023-07-19,CLIENTE0072,Masculino,69,Beleza,3,149.45,457.73,7,0,Senior
4365,2023-10-22,CLIENTE1413,Feminino,66,Beleza,2,69.39,144.95,10,1,Senior
4366,2023-04-25,CLIENTE0718,Feminino,39,Vestuário,5,502.03,2506.3,4,0,Adulto
4367,2023-04-11,CLIENTE0433,Feminino,31,Vestuário,2,479.04,954.3,4,0,Adulto
4368,2023-01-06,CLIENTE0077,Feminino,37,Beleza,1,32.44,24.34,1,0,Adulto
4369,2023-02-01,CLIENTE1268,Feminino,33,Vestuário,1,312.99,313.41,2,0,Adulto
4370,2023-09-27,CLIENTE1041,Feminino,41,Beleza,1,139.25,141.74,9,0,Adulto
4371,2023-03-26,CLIENTE0799,Feminino,21,Vestuário,1,454.2,457.15,3,1,Jovem
4372,2023-01-16,CLIENTE0400,Masculino,21,Vestuário,2,440.73,886.49,1,0,Jovem
4373,2023-06-18,CLIENTE0969,Masculino,40,Beleza,4,99.98,400.53,6,1,Adulto
4374,2023-03-16,CLIENTE0046,Masculino,68,Eletrônicos,2,32.4,73.36,3,0,Senior
4375,2023-01-18,CLIENTE0274,Masculino,28,Beleza,3,89.45,261.93,1,0,Adulto
4376,2023-01-18,CLIENTE1618,Feminino,62,Vestuário,3,74.9,226.34,1,0,Senior
4377,2023-01-23,CLIENTE1564,Feminino,70,Eletrônicos,5,140.1,706.08,1,0,Senior
4378,2023-09-23,CLIENTE0785,Masculino,51,Beleza,4,102.37,407.25,9,1,MeiaIdade
4379,2023-12-31,CLIENTE0783,Masculino,68,Eletrônicos,1,68.87,61.55,12,1,Senior
4380,2023-09-01,CLIENTE1916,Masculino,22,Eletrônicos,4,109.41,442.06,9,0,Jovem
4381,2023-12-15,CLIENTE1839,Feminino,40,Eletrônicos,1,220.4,219.66,12,0,Adulto
4382,2023-07-20,CLIENTE0361,Feminino,20,Vestuário,4,149.06,594.93,7,0,Jovem
4383,2023-08-23,CLIENTE0761,Feminino,20,Vestuário,3,546.03,1646.69,8,0,Jovem
4384,2023-01-11,CLIENTE1607,Feminino,27,Eletrônicos,1,120.62,128.44,1,0,Adulto
4385,2023-11-24,CLIENTE1027,Feminino,28,Eletrônicos,1,52.38,61.32,11,0,Adulto
4386,2023-10-29,CLIENTE1782,Feminino,31,Beleza,2,24.16,47.84,10,1,Adulto
4387,2023-01-10,CLIENTE1237,Feminino,28,Vestuário,3,272.12,817.54,1,0,Adulto
4388,2023-12-25,CLIENTE0014,Masculino,52,Eletrônicos,2,35.76,63.89,12,0,MeiaIdade
4389,2023-07-25,CLIENTE1361,Masculino,39,Beleza,3,69.25,216.86,7,0,Adulto
4390,2023-02-26,CLIENTE1592,Masculino,46,Eletrônicos,1,313.6,306.03,2,1,MeiaIdade
4391,2023-09-23,CLIENTE1319,Masculino,19,Eletrônicos,1,171.29,176.86,9,1,Jovem
4392,2023-05-27,CLIENTE0240,Feminino,62,Vestuário,2,496.03,998.33,5,1,Senior
4393,2023-11-24,CLIENTE1086,Feminino,42,Beleza,2,68.53,145.31,11,0,Adulto
4394,2023-10-17,CLIENTE1072,Masculino,59,Vestuário,1,227.22,230.78,10,0,MeiaIdade
4395,2023-01-06,CLIENTE0075,Feminino,58,Beleza,2,77.95,157.4,1,0,MeiaIdade
4396,2023-08-05,CLIENTE1620,Masculino,62,Vestuário,3,501.12,1502.49,8,1,Senior
4397,2023-04-10,CLIENTE1444,Feminino,60,Vestuário,1,420.7,416.02,4,0,MeiaIdade
4398,2023-04-04,CLIENTE1386,Masculino,51,Vestuário,4,268.2,1067.27,4,0,MeiaIdade
4399,2023-12-22,CLIENTE0262,Masculino,64,Beleza,3,67.86,204.43,12,0,Senior
4400,2023-07-28,CLIENTE0224,Masculino,63,Vestuário,1,499.01,508.71,7,0,Senior
4401,2023-05-18,CLIENTE1709,Masculino,33,Vestuário,3,512.77,1530.18,5,0,Adulto
4402,2023-03-13,CLIENTE1047,Masculino,27,Vestuário,2,551.99,1095.61,3,0,Adulto
4403,2023-01-04,CLIENTE0002,Feminino,34,Beleza,1,129.8,136.56,1,0,Adulto
4404,2023-06-02,CLIENTE1173,Masculino,68,Eletrônicos,1,317.4,322.64,6,0,Senior
4405,2023-09-20,CLIENTE1043,Feminino,53,Vestuário,4,290.16,1155.74,9,0,MeiaIdade
4406,2023-11-10,CLIENTE1358,Feminino,37,Vestuário,2,510.83,1013.25,11,0,Adulto
4407,2023-03-23,CLIENTE1505,Feminino,25,Vestuário,4,570.04,2280.65,3,0,Jovem
4408,2023-09-17,CLIENTE0155,Masculino,37,Eletrônicos,1,332.86,323.92,9,1,Adulto
4409,2023-05-16,CLIENTE0412,Masculino,39,Vestuário,4,480.18,1913.86,5,0,Adulto
4410,2023-03-12,CLIENTE1101,Feminino,32,Vestuário,1,74.68,66.76,3,1,Adulto
4411,2023-11-21,CLIENTE1793,Feminino,53,Vestuário,1,291.85,285.19,11,0,MeiaIdade
4412,2023-04-11,CLIENTE1641,Feminino,52,Beleza,2,142.17,277.76,4,0,MeiaIdade
4413,2023-06-08,CLIENTE0706,Masculino,67,Vestuário,4,523.81,2096.29,6,0,Senior
4414,2023-12-29,CLIENTE1504,Masculino,29,Vestuário,5,591.41,2953.13,12,0,Adulto
4415,2023-05-25,CLIENTE0005,Masculino,43,Vestuário,5,302.73,1522.75,5,0,Adulto
4416,2023-02-02,CLIENTE0579,Masculino,65,Eletrônicos,3,144.5,433.21,2,0,Senior
4417,2023-09-08,CLIENTE1168,Masculino,23,Vestuário,2,452.62,900.56,9,0,Jovem
4418,2023-11-02,CLIENTE0429,Feminino,49,Eletrônicos,2,54.1,104.49,11,0,MeiaIdade
4419,2023-12-27,CLIENTE1534,Feminino,19,Eletrônicos,2,158.12,319.35,12,0,Jovem
4420,2023-07-13,CLIENTE0819,Feminino,65,Vestuário,1,475.92,469.08,7,0,Senior
4421,2023-07-01,CLIENTE1775,Masculino,49,Eletrônicos,1,115.25,105.68,7,1,MeiaIdade
4422,2023-03-17,CLIENTE0926,Masculino,22,Eletrônicos,2,30.28,52.14,3,0,Jovem
4423,2023-10-19,CLIENTE1605,Feminino,61,Beleza,5,130.06,659.4,10,0,Senior
4424,2023-09-25,CLIENTE1157,Masculino,34,Beleza,2,117,240,9,0,Adulto
4425,2023-07-30,CLIENTE0360,Feminino,25,Beleza,3,122.7,364.38,7,1,Jovem
4426,2023-01-25,CLIENTE1723,Feminino,25,Beleza,4,127.76,512.75,1,0,Jovem
4427,2023-07-08,CLIENTE1769,Masculino,70,Eletrônicos,4,257.53,1029.16,7,1,Senior
4428,2023-01-20,CLIENTE1080,Feminino,62,Beleza,3,41.08,123.21,1,0,Senior
4429,2023-09-26,CLIENTE1957,Masculino,26,Vestuário,2,520.22,1046.73,9,0,Adulto
4430,2023-01-27,CLIENTE0615,Feminino,54,Vestuário,2,192.99,384.73,1,0,MeiaIdade
4431,2023-05-03,CLIENTE1898,Feminino,23,Vestuário,2,153.22,308.06,5,0,Jovem
4432,2023-09-24,CLIENTE0227,Feminino,68,Vestuário,2,590.71,1183.62,9,1,Senior
4433,2023-03-08,CLIENTE1802,Feminino,49,Beleza,2,142.32,277.49,3,0,MeiaIdade
4434,2023-06-17,CLIENTE1193,Masculino,35,Eletrônicos,1,173.64,174.25,6,1,Adulto
4435,2023-01-01,CLIENTE1128,Masculino,37,Beleza,3,55.7,167.94,1,1,Adulto
4436,2023-02-20,CLIENTE0866,Masculino,45,Beleza,1,58.18,56.9,2,0,Adulto
4437,2023-09-22,CLIENTE1733,Feminino,20,Vestuário,1,37.16,44.62,9,0,Jovem
4438,2023-05-31,CLIENTE0796,Masculino,48,Eletrônicos,1,117.97,127.89,5,0,MeiaIdade
4439,2023-09-04,CLIENTE1616,Feminino,36,Beleza,1,101.55,91.76,9,0,Adulto
4440,2023-08-15,CLIENTE0298,Masculino,44,Vestuário,1,515.76,516.15,8,0,Adulto
4441,2023-06-14,CLIENTE0177,Masculino,37,Beleza,1,78.43,79.68,6,0,Adulto
4442,2023-03-05,CLIENTE0142,Feminino,21,Vestuário,4,130.84,525.57,3,1,Jovem
4443,2023-04-25,CLIENTE0732,Feminino,36,Vestuário,1,560.14,570.02,4,0,Adulto
4444,2023-03-26,CLIENTE0088,Masculino,50,Eletrônicos,4,128.9,513.03,3,1,MeiaIdade
4445,2023-03-17,CLIENTE0847,Masculino,19,Vestuário,2,586.16,1175.82,3,0,Jovem
4446,2023-04-21,CLIENTE0965,Masculino,60,Vestuário,1,353.29,349.93,4,0,MeiaIdade
4447,2023-07-09,CLIENTE1140,Masculino,32,Beleza,1,43.13,43.28,7,1,Adulto
4448,2023-11-05,CLIENTE1485,Feminino,43,Eletrônicos,3,234.42,695.67,11,1,Adulto
4449,2023-01-03,CLIENTE1634,Feminino,25,Beleza,2,106,218.84,1,0,Jovem
4450,2023-06-18,CLIENTE0436,Masculino,20,Beleza,3,80.92,239.73,6,1,Jovem
4451,2023-12-29,CLIENTE1046,Masculino,50,Eletrônicos,5,255.47,1285.26,12,0,MeiaIdade
4452,2023-02-20,CLIENTE1591,Feminino,31,Beleza,2,69.47,137.97,2,0,Adulto
4453,2023-04-05,CLIENTE1441,Feminino,28,Vestuário,3,551.44,1646.47,4,0,Adulto
